"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	19,0"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	8,3"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	9,6"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	7,8"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	8,4"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	8,4"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	8,7"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	8,0"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	11,0"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	8,9"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	10,0"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	6,1"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	8,2"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	7,2"
"Comunidades y Ciudades Autónomas	Navarra, Comunidad Foral de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	6,4"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	9,4"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	9,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	8,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	7,7"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	8,6"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	7,4"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	9,0"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	8,3"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	8,3"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	10,1"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	10,4"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	9,1"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	6,3"
"Comunidades y Ciudades Autónomas	País Vasco	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	6,0"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	21,3"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	22,2"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	20,6"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	23,0"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	24,2"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	23,1"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	23,0"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	24,4"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	20,9"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	22,5"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	17,8"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	18,1"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	17,7"
"Comunidades y Ciudades Autónomas	Comunitat Valenciana	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	19,2"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	26,8"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	28,0"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	22,7"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	29,0"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	25,9"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	28,1"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	25,5"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	25,2"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	23,4"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	31,6"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	27,7"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	25,0"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	27,7"
"Comunidades y Ciudades Autónomas	Canarias	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	26,8"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	26,2"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	28,1"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	30,4"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	34,5"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	33,5"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	26,7"
"Comunidades y Ciudades Autónomas	Extremadura	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	24,1"
